epoch,step,train_loss
0,49,0.030289316549897194
0,99,0.007300151512026787
0,149,0.0037020412273705006
0,199,0.003619360737502575
0,249,0.09078488498926163
0,299,0.08671791106462479
0,349,0.0038727649953216314
0,399,0.002361944643780589
0,449,0.0011075359070673585
0,499,0.0014848602004349232
0,549,0.008519372902810574
0,599,0.010888274759054184
0,649,0.002836571540683508
0,699,0.005356305278837681
0,749,0.0005629725637845695
0,799,0.01929566077888012
0,849,0.001539217191748321
0,899,0.00033765987609513104
0,949,0.009958750568330288
0,999,0.00047195947263389826
0,1049,0.0322473905980587
0,1099,0.0029218385461717844
0,1149,0.0003251245361752808
0,1199,0.000404840538976714
0,1249,0.05507912486791611
0,1299,0.0004289533826522529
0,1349,0.00978268776088953
0,1399,0.0002150394575437531
0,1449,0.003020792966708541
0,1499,0.012415869161486626
0,1549,0.0019438359886407852
0,1599,0.0008169579668901861
0,1649,0.001091508544050157
0,1699,0.00022988769342191517
0,1749,0.02320929616689682
0,1799,0.00016468718240503222
0,1849,0.00019123320817016065
0,1899,0.0049874624237418175
0,1949,0.0048906332813203335
0,1999,0.0006969902897253633
0,2049,0.003797073382884264
0,2099,0.009164031594991684
0,2149,0.0003106980584561825
0,2199,0.00026600828277878463
0,2249,6.837277032900602e-05
0,2299,0.00034787668846547604
0,2349,0.06613992154598236
0,2399,0.000902488362044096
0,2449,0.00029492887551896274
0,2499,0.00018033159722108394
0,2549,0.0015060181031003594
0,2599,0.0016975578619167209
0,2649,0.0002968239423353225
0,2699,0.0032185835298150778
0,2749,0.008964728564023972
0,2799,0.00016258395044133067
0,2849,0.0907808169722557
0,2899,0.0005883359699510038
0,2949,0.0009237201884388924
0,2999,0.0010145388077944517
0,3049,0.01711788959801197
0,3099,0.0002011542528634891
0,3149,0.001246078871190548
0,3199,0.00757072726264596
0,3249,0.00046543224016204476
0,3299,0.0016874555731192231
0,3349,0.00342950620688498
0,3399,0.018411744385957718
0,3449,0.029283585026860237
0,3499,0.0002461144176777452
0,3549,0.023508060723543167
0,3599,3.214568641851656e-05
0,3649,0.001179118175059557
0,3699,3.893510438501835e-05
0,3749,0.00045480835251510143
0,3799,0.013070748187601566
0,3849,0.007195482030510902
0,3899,0.004281147383153439
0,3949,0.00211040279828012
0,3999,0.0007231485215015709
0,4049,0.014383317902684212
0,4099,0.0018195059383288026
0,4149,4.132380854571238e-05
0,4199,0.0010188970481976867
0,4249,3.401581852813251e-05
0,4299,2.367504384892527e-05
0,4349,0.0012516709975898266
0,4399,0.00010396687139291316
0,4449,0.0029169023036956787
0,4499,3.029131403309293e-05
0,4549,0.00037271148175932467
0,4599,0.0007085333927534521
0,4649,0.000680068857036531
0,4699,4.3529842514544725e-05
0,4749,0.0003756133664865047
0,4799,0.0002095334348268807
0,4849,0.0007546666893176734
0,4899,0.0002107199397869408
0,4949,7.627912418683991e-05
0,4999,0.0021321503445506096
0,5049,2.855086131603457e-05
0,5099,0.0007285242900252342
0,5149,0.0007497752085328102
0,5199,2.716144808800891e-05
0,5249,0.00031335174571722746
0,5299,0.002339441329240799
0,5349,0.0037146953400224447
0,5399,0.00015481984883081168
0,5449,0.00016840838361531496
0,5499,5.561588113778271e-05
0,5549,0.03685402870178223
0,5599,0.002408500062301755
0,5649,0.002682299120351672
0,5699,0.0010487326653674245
0,5749,7.049347186693922e-05
0,5799,0.0552559420466423
0,5849,0.0007224970031529665
0,5899,0.026788804680109024
0,5949,1.553601941850502e-05
0,5999,0.0012240137439221144
0,6049,0.005039737094193697
0,6099,5.9313410019967705e-05
0,6149,0.011861523613333702
0,6199,0.0016112226294353604
0,6249,0.0010093877790495753
0,6299,0.005059816408902407
0,6349,1.8197559256805107e-05
0,6399,6.444647442549467e-05
0,6449,5.811410119349603e-06
0,6499,0.0031870335806161165
0,6549,2.1974894480081275e-05
0,6599,0.006586022675037384
0,6649,0.0006704139523208141
0,6699,0.014630544930696487
0,6749,0.00015030388021841645
0,6799,0.029035817831754684
0,6849,0.002863239264115691
0,6899,0.004090609960258007
0,6949,0.0031651374883949757
0,6999,2.1689635104849003e-05
0,7049,0.00018191944400314242
0,7099,0.015180781483650208
0,7149,1.8920007278211415e-05
0,7199,0.002357399556785822
0,7249,0.0001741769228829071
0,7299,0.057944510132074356
0,7349,0.0007528368732891977
0,7399,0.00012576689186971635
0,7449,0.0001377858134219423
0,7499,7.112240564310923e-05
0,7549,0.0022579270880669355
0,7599,0.0008648272487334907
0,7649,0.00033656248706392944
0,7699,0.0006749174208380282
0,7749,0.000822352827526629
0,7799,0.001404100563377142
0,7849,0.0010868338868021965
0,7899,0.0007804394699633121
0,7949,0.01884913444519043
0,7999,0.004288787022233009
0,8049,0.00014546321472153068
0,8099,4.5246892113937065e-05
0,8149,0.0012720695231109858
0,8199,3.199150523869321e-05
0,8249,4.0857892599888146e-05
0,8299,1.86260058399057e-05
0,8349,0.004000417422503233
0,8399,0.0021501267328858376
0,8449,5.925240111537278e-05
0,8499,0.00013271262287162244
0,8549,0.09319312870502472
0,8599,4.7380228352267295e-05
0,8649,0.00020546145970001817
0,8699,6.278926321101608e-06
0,8749,0.00021886342437937856
0,8799,0.0003064102784264833
0,8849,1.6930873243836686e-05
0,8899,0.0003214827738702297
0,8949,1.4205874322215095e-05
0,8999,0.00025557592744007707
0,9049,0.007774633355438709
0,9099,9.460199180466589e-06
