epoch,step,train_loss,val_loss
0,49,0.088937908411026,
0,99,0.07028400152921677,
0,149,0.0061360918916761875,
0,199,0.0058606453239917755,
0,249,0.003416073974221945,
0,299,0.006236218847334385,
0,349,0.002874691504985094,
0,399,0.03073260933160782,
0,449,0.0035130032338202,
0,499,0.00207874970510602,
0,549,0.001309916377067566,
0,599,0.002212021267041564,
0,649,0.002469976432621479,
0,699,0.002570132026448846,
0,749,0.0010163364931941032,
0,799,0.0015119039453566074,
0,849,0.008763501420617104,
0,899,0.004040929488837719,
0,949,0.003107916098088026,
0,999,0.0036277687177062035,
0,1049,0.050072524696588516,
0,1099,0.04811323806643486,
0,1149,0.001373093924485147,
0,1199,0.003759724088013172,
0,1249,0.0019419909222051501,
0,1299,0.05776676908135414,
0,1349,0.04880094528198242,
0,1399,0.05445338413119316,
0,1449,0.000671502435579896,
0,1499,0.000491579354275018,
0,1549,0.00039011819171719253,
0,1599,0.0021085708867758512,
0,1649,0.0011455757776275277,
0,1699,0.0010657983366400003,
0,1749,0.004850517027080059,
0,1799,0.0009873493108898401,
0,1849,0.003146073082461953,
0,1899,0.016823288053274155,
0,1949,0.0034394983667880297,
0,1999,0.0013099784264340997,
0,2049,0.00954870879650116,
0,2099,0.0014466452412307262,
0,2149,0.0015888214111328125,
0,2199,0.00031258026137948036,
0,2249,0.0023632198572158813,
0,2299,0.0034103940706700087,
0,2349,0.06331644207239151,
0,2399,0.03895684704184532,
0,2449,0.005496207624673843,
0,2499,0.002498714253306389,
0,2549,0.01740359328687191,
0,2599,0.10132844746112823,
0,2649,0.0053916266188025475,
0,2699,0.0012318267254158854,
0,2749,0.008485228754580021,
0,2799,0.0036317449994385242,
0,2849,0.0012668778654187918,
0,2899,0.010208354331552982,
0,2949,0.0018557236762717366,
0,2999,0.0023196241818368435,
0,3049,0.05333416163921356,
0,3099,0.00046933122212067246,
0,3149,0.0076241325587034225,
0,3199,0.0007918212795630097,
0,3249,0.000443271390395239,
0,3299,0.0014540116535499692,
0,3349,0.06474059075117111,
0,3399,0.0007757390267215669,
0,3449,0.0037522169295698404,
0,3499,0.006265830248594284,
0,3549,0.004940644837915897,
0,3599,0.018998751416802406,
0,3649,0.0022298831027001143,
0,3699,0.0034148842096328735,
0,3749,0.0031337544787675142,
0,3799,0.002110227942466736,
0,3849,0.058048397302627563,
0,3899,0.0026862379163503647,
0,3949,0.0010175880743190646,
0,3999,0.0364987775683403,
0,4049,0.05125441029667854,
0,4099,0.009232030250132084,
0,4149,0.0005183484754525125,
0,4199,0.06632748246192932,
0,4249,0.006044340785592794,
0,4299,0.021738769486546516,
0,4349,0.0010524364188313484,
0,4399,0.004346298519521952,
0,4449,0.0023963877465575933,
0,4499,0.0025431900285184383,
0,4549,0.0064357067458331585,
0,4599,0.0005710747791454196,
0,4649,0.11962622404098511,
0,4699,0.006774806417524815,
0,4749,0.0004062327789142728,
0,4799,0.0038448492996394634,
0,4849,0.0009188358089886606,
0,4899,0.0028759906999766827,
0,4949,0.0003109134850092232,
0,4999,0.006837044842541218,
0,5049,0.0004610166070051491,
0,5099,0.02688431553542614,
0,5149,0.049791593104600906,
0,5199,0.0016479624900966883,
0,5249,0.003557475982233882,
0,5299,0.001628606696613133,
0,5349,0.0010288390330970287,
0,5399,0.0009375553345307708,
0,5449,0.0055001163855195045,
0,5499,0.0011420587543398142,
0,5549,0.002127479063346982,
0,5599,0.0024802430998533964,
0,5649,0.0014864512486383319,
0,5699,0.0006410941132344306,
0,5749,0.007901769131422043,
0,5799,0.0008385524852201343,
0,5849,0.000626628112513572,
0,5899,0.0005817044293507934,
0,5949,0.004610393196344376,
0,5999,0.002888657618314028,
0,6049,0.001359693706035614,
0,6099,0.002444344572722912,
0,6149,0.0008306511444970965,
0,6199,0.002657232340425253,
0,6249,0.005066691432148218,
0,6299,0.027675354853272438,
0,6349,0.0016053547151386738,
0,6399,0.0026878516655415297,
0,6449,0.0025910581462085247,
0,6499,0.00029066434944979846,
0,6549,0.0019197743386030197,
0,6599,0.002973151858896017,
0,6649,0.0022504788357764482,
0,6699,0.06186245381832123,
0,6749,0.0007354956469498575,
0,6799,0.011305926367640495,
0,6849,0.0016060398193076253,
0,6899,0.0038905837573111057,
0,6949,0.0014576924731954932,
0,6999,0.04379268363118172,
0,7049,0.05803738161921501,
0,7099,0.0019094909075647593,
0,7149,0.0499061718583107,
0,7199,0.00821868609637022,
0,7249,0.005257878918200731,
0,7299,0.0015632959548383951,
0,7349,0.0013691885396838188,
0,7399,0.09101225435733795,
0,7449,0.0015035010874271393,
0,7499,0.001632543164305389,
0,7549,0.015184439718723297,
0,7599,0.00038117897929623723,
0,7649,0.0006752367480657995,
0,7699,0.0008529435726813972,
0,7749,0.004760907031595707,
0,7799,0.000813669990748167,
0,7849,0.001427308190613985,
0,7899,0.0011678606970235705,
0,7949,0.0015052426606416702,
0,7999,0.00360226072371006,
0,8049,0.000984789920039475,
0,8099,0.06008676812052727,
0,8149,0.003035051980987191,
0,8199,0.0019967800471931696,
0,8249,0.0023823424708098173,
0,8299,0.0006657167105004191,
0,8349,0.0010860587935894728,
0,8399,0.000489088415633887,
0,8449,0.0023922445252537727,
0,8499,0.01466106902807951,
0,8549,0.02162083610892296,
0,8599,0.0016362816095352173,
0,8649,0.002366204047575593,
0,8699,0.0011407743440940976,
0,8749,0.0010218515526503325,
0,8799,0.0018144379137083888,
0,8849,0.00203969469293952,
0,8899,0.004229389131069183,
0,8949,0.004685072228312492,
0,8999,0.02981647290289402,
0,9049,0.0002520404232200235,
0,9099,0.007690710481256247,
0,9137,,0.01051338855177164
1,9149,0.001339905196800828,
1,9199,0.001098260167054832,
1,9249,0.0038201953284442425,
1,9299,0.0017898614751175046,
1,9349,0.000553835358005017,
1,9399,0.0038404581137001514,
1,9449,0.0006822139257565141,
1,9499,0.005546282511204481,
1,9549,0.06520435959100723,
1,9599,0.009698129259049892,
1,9649,0.005570277571678162,
1,9699,0.02792603336274624,
1,9749,0.004514141008257866,
1,9799,0.0002195335109718144,
1,9849,8.795737085165456e-05,
1,9899,0.0006319738458842039,
1,9949,0.00723614264279604,
1,9999,0.008393637835979462,
1,10049,0.05377960577607155,
1,10099,0.0009707263088785112,
1,10149,0.0024126425851136446,
1,10199,0.0005384135292842984,
1,10249,0.0019498695619404316,
1,10299,0.0005430765450000763,
1,10349,0.0015224887756630778,
1,10399,0.001130946446210146,
1,10449,0.005178435239940882,
1,10499,0.0037428822834044695,
1,10549,0.000174377448274754,
1,10599,0.0008915159269236028,
1,10649,0.0021266841795295477,
1,10699,0.0009635805618017912,
1,10749,0.0033098903950303793,
1,10799,0.005411009769886732,
1,10849,0.09092801064252853,
1,10899,0.003008676925674081,
1,10949,0.004382140468806028,
1,10999,0.003665043506771326,
1,11049,0.004120738711208105,
1,11099,0.001240560202859342,
1,11149,0.002010308438912034,
1,11199,0.000619501166511327,
1,11249,0.005594130605459213,
1,11299,0.00036878560786135495,
1,11349,0.0005813954630866647,
1,11399,0.052503008395433426,
1,11449,0.000635179050732404,
1,11499,0.003528706496581435,
1,11549,0.0009580529294908047,
1,11599,0.002427337458357215,
1,11649,0.0004643655847758055,
1,11699,0.00045905495062470436,
1,11749,0.006050162948668003,
1,11799,0.06250081956386566,
